Time,Content,Tag
12/25/2019,三安光电：全资子公司获得补贴款6601.9384万元,1
12/25/2019,三安光电：子公司湖北三安获得补贴款6600万元,1
12/25/2019,三安光电控股子公司收到6602万元政府补贴,1
12/26/2019,三安光电：子公司拟购买WIPAC全部资产,1
12/26/2019,三安光电：子公司安瑞光电拟购买WIPAC全部资产,1
12/26/2019,三安光电子公司拟购买汽车照明系统供应商WIPAC,1
12/26/2019,三安光电拟收购威帕克 后者为迈凯伦等豪车车灯供应商,1
12/26/2019,三安光电子公司拟购买WIPAC全部资产,1
12/27/2019,三安光电：2019年第二次临时股东大会决议公告,0
12/31/2019,三安光电：子公司获得补贴款8241万元,1
1/7/2020,三安光电：第九届董事会第二十五次会议决议公告,0
1/10/2020,三安光电联袂荣获国家科学技术进步一等奖,1
1/10/2020,三安光电半导体照明项目联袂中科院获国家科学技术进步一等奖,1
1/10/2020,三安光电：2019年度净利润预减45%到55%,-2
1/10/2020,三安光电：集成电路业务继续亏损 2019年度净利预降45%-55%,-2
1/10/2020,三安光电：预计2019年净利润同比下降45%-55%,-2
1/10/2020,三安光电：获得国家科学技术进步奖,1
1/10/2020,三安光电：2019年年度业绩报告预告,0
1/10/2020,三安光电：2019年年度业绩预告,0
1/14/2020,三安光电与先导高芯签署定增股份认购合同补充协议,1
1/14/2020,三安光电：第九届董事会第二十六次会议决议公告,0
1/15/2020,三安光电尾盘大涨9% 成交额超26亿,2
1/15/2020,暴走A股：聊一聊我卖飞三安光电的惨痛经历,0
2/14/2020,[三安光电]关于冲突矿产的采购政策声明,-1
2/15/2020,三安光电：深紫外UVC LED芯片应用于消杀市场，疫情催化需求急增,1
2/17/2020,三安光电：拟定增募资不超过70亿元投资半导体研发与产业化项目,1
2/17/2020,三安光电调整定增预案 拟募资不超70亿元,1
2/17/2020,三安光电调整定增预案 拟募资不超70亿,1
2/17/2020,公告精选：九安医疗董事长倡议员工增持并承诺“半兜底”；三安光电等公司调整定增预案,1
2/17/2020,三安光电：第九届董事会第二十七次会议决议公告,0
2/17/2020,三安光电：关于召开2020年第一次临时股东大会的通知,0
2/19/2020,核心产品盈利能力剧降 三安光电70亿逆势扩张能否解困,-2
2/19/2020,三安光电：集成电路氮化镓产品一直在进行产能扩张,1
2/19/2020,三安光电回复多个问题：集成电路氮化镓产品一直在进行产能扩张,1
2/20/2020,三安光电为子公司10亿元流动资金借款提供连带责任担保,-1
3/4/2020,三安光电：2020年第一次临时股东大会决议公告,0
3/25/2020,三安光电：子公司获得补贴款1.43亿元,1
3/25/2020,三安光电：子公司获得1.43亿元补贴款,1
3/25/2020,三安光电：全资子公司获得补贴1.43亿元,1
3/25/2020,三安光电：三安半导体收到设备购置补助1.43亿元 将被确认为递延收益,1
3/25/2020,三安光电全资子公司收到设备购置补助1.43亿元,1
3/25/2020,三安光电：全资子公司获得补贴款1.43亿元,1
3/31/2020,三安光电：全资子公司获2亿元补贴款,1
3/31/2020,三安光电：全资子公司获得补贴款2亿元,1
3/31/2020,三安光电：子公司获得补贴款2亿元,1
3/31/2020,三安光电全资子公司于2020年3月30日收到科技研发专项补助2亿元,1
3/31/2020,三安光电全资子公司获2亿元补贴款,1
4/3/2020,北向资金今日净卖出三安光电、迈瑞医疗,-2
4/17/2020,三安光电大宗交易成交10万股 成交额215.20万元,2
4/17/2020,三安光电股东三安电子质押4640万股 用于日常生产经营,-1
4/23/2020,三安光电：2019年净利12.98亿元 同比下降54.12％,-2
4/23/2020,三安光电发布年报 拟10派1元,1
4/24/2020,三安光电：2020年第一季度主要财务指标,0
4/29/2020,LED行业惨淡无碍龙头盈利 三安光电高端新产品后劲足,1
5/4/2020,三安光电股东三安电子质押2170万股 用于生产经营,-1
5/5/2020,三安光电：非公开发行A股股票申请获得中国证监会审核通过,1
5/15/2020,三安光电：2019年年度股东大会决议公告,0
5/26/2020,三安光电：2019年年度权益分派实施公告,0
6/4/2020,三安光电非公开发行股票申请获证监会核准批复,1
6/7/2020,三安光电：全资子公司与TCL华星成立联合实验室,1
6/7/2020,三安光电全资子公司与TCL华星成立联合实验室,1
6/7/2020,三安光电：全资子公司与TCL华星光电签署协议 拟共同成立联合实验室,1
6/12/2020,三安光电股东三安集团质押980万股 用于生产经营,-1
6/12/2020,国家集成电路产业投资基金拟套现三安光电近20亿元，对兆易创新将进行第二轮减持,-2
6/15/2020,"两龙头同时遭大基金减持！扶持目标达成 ""钱到位""触动减持 股票收益只是附加值！大基金要解决这个问题",-2
6/15/2020,遭大基金减持 兆易创新、三安光电均低开4％,-2
6/16/2020,三安光电：拟在长沙投资建设第三代半导体产业园 投资金额160亿元,1
