Time,Content,Tag
12/18/2019,头部券商职业经理人制度试点落地 华泰证券“新高管班底”亮相,0
12/19/2019,华泰证券大动作！首届执委会刚刚亮相 又见证监会官员出任CFO,1
12/19/2019,华泰证券：证监会对公司开展股指期权做市业务无异议,1
12/19/2019,华泰证券：中国证监会对公司开展股指期权做市业务无异议,1
12/26/2019,华泰证券：第五届董事会第二次会议决议公告,0
1/1/2020,华泰证券：降准释放流动性利好股债市场 一季度风格大概率向周期切换,0
1/2/2020,华泰证券：预计1月LPR或下行5BP,0
1/2/2020,华泰证券：2020年沪指的合理运行区间大概率在3000点以上,0
1/2/2020,华泰证券：今年沪指的合理运行区间大概率在3000点以上,0
1/2/2020,华泰证券GDR在伦敦大跌11% 创上市以来的最大跌幅,-2
1/5/2020,华泰证券：多政策举措推动商业保险发展 大型险企竞争优势突出,1
1/5/2020,华泰证券：多政策举措推动商业保险发展 大型险企竞争优势突出,1
1/9/2020,华泰证券母公司去年12月净利11亿元 环比增逾10倍,2
1/9/2020,华泰证券：母公司去年12月净利11.19亿 环比大增10倍,2
1/9/2020,一批券商披露12月财务数据 华泰证券净利环比增10倍,2
1/14/2020,华泰证券：公募机构继续看多节前市场行情,0
1/16/2020,华泰证券：从推特理解“涨跌还看特朗普”,0
1/21/2020,华泰证券：历史GDP增速调高或对我国逆周期调控力度影响有限,0
1/22/2020,华泰证券：2019年度净利同比预增70%-85%,2
1/22/2020,华泰证券：2019年净利预增70%到85%,2
1/22/2020,华泰证券：预计2019年净利润同比增70%-85%,2
1/22/2020,华泰证券2019年度预计净利将增加35.23亿元到42.78亿元,2
1/23/2020,华泰证券：2019年年度业绩预增公告,1
1/23/2020,华泰证券：2019年年度业绩报告预告,0
1/26/2020,华泰证券捐资1000万设立专项基金 首批急需物资即将运往武汉,1
1/30/2020,华泰证券：第五届董事会第三次会议决议公告,0
2/7/2020,华泰证券：母公司1月份净利3.59亿元,1
2/7/2020,华泰证券：母公司1月净利3.59亿元,1
2/7/2020,华泰证券公布1月份财务数据实现净利3.6亿元,1
2/12/2020,华泰证券：疫情冲击下 中国经济怎么走？,0
2/12/2020,华泰证券：全年A股盈利增速或仍能维持10%左右,0
2/12/2020,华泰证券为境外全资附属公司发行美元债券提供担保,-1
2/13/2020,华泰证券成功于境外发行首笔高级浮息债券，获得近12倍超额认购,2
