Time,Content,Tag
12/27/2019,龙头屡创新高 水泥股欲抢滩“春季躁动”,2
12/31/2019,水泥股“淡季不淡”猛涨！春节前置打响暖冬行情 海螺水泥3000亿市值指日可待？,2
12/31/2019,[数说]北向资金结束30日净流入抛售海螺水泥 2019年净流入超3500亿,2
1/4/2020,海螺水泥迭创新高 北上资金见好就收,2
2/10/2020,北向资金今日净流出32.72亿 海螺水泥净卖出2.84亿,-2
3/2/2020,水泥股早盘集体爆发 海螺水泥涨超7%,2
3/3/2020,复产率逾三成人员到岗率达六成 二季度水泥需求有望明显复苏,1
3/20/2020,海螺水泥：2019年净利同比增长13% 拟10派20元,2
3/20/2020,海螺水泥：2019年净利336亿元 同比增12.67%,2
3/20/2020,海螺水泥：2019年净利润同比增长12.67% 拟10派20元,2
3/20/2020,海螺水泥：2019年实现净利335.93亿元 拟每股派发现金红利2元,2
3/20/2020,海螺水泥为控股公司及参股公司提供担保 合计担保金额为151.06亿元,-1
3/20/2020,每日狂赚超9000万元 海螺水泥尽显“现金奶牛”本色,1
3/20/2020,海螺水泥：2019年年度主要财务指标,0
3/20/2020,海螺水泥：董事会决议公告,0
3/22/2020,海螺水泥2019年盈利336亿元 拟10派20元,1
3/23/2020,海螺水泥A股上市18年累计分红将达422亿 去年盈利336亿市值增逾1300亿,2
3/26/2020,北上资金今日净流出13.58亿 海螺水泥净卖出1.47亿,-2
3/30/2020,海螺水泥：目前没有回购计划,-1
3/30/2020,海螺水泥：部分国际项目正在洽谈中,0
3/30/2020,海螺水泥：疫情对公司中长期影响有限,1
4/2/2020,海螺水泥：副总经理拟减持不超5.51万股,-1
4/2/2020,海螺水泥：公司副总经理柯秋璧拟减持5.51万股,-1
4/7/2020,海螺水泥获沪股通连续3日净买入 累计净买入1.64亿元,2
4/8/2020,海螺水泥：关于召开2019年年度股东大会的通知,0
4/10/2020,新力金融：股东海螺水泥拟减持不超1%股份,-1
4/10/2020,新力金融：股东海螺水泥计划减持不超过1%公司股份,-1
4/14/2020,涨价题材逞强 水泥板块“接棒”,1
4/28/2020,海螺水泥：2020年第一季度主要财务指标,0
5/1/2020,海螺水泥第一季度盈利491.33万 较上年同期减少19.21%,-2
5/21/2020,[浙商中拓]海螺水泥董事会秘书虞水一行到我司考察交流,0
5/30/2020,海螺水泥：2019年度股东大会决议公告,0
5/31/2020,独家｜子公司离奇亏损背后：2000万分红款纠纷让3000亿市值的海螺水泥难以“自圆其说”,-2
6/1/2020,[海螺水泥]海螺水泥各单位“安全生产月”活动正式启动,0
6/3/2020,[海螺水泥]海螺集团自主研发的国内首套国产化高温高尘SCR脱硝项目成功投运,0
6/10/2020,海螺水泥：2019年年度权益分派实施公告,0
6/16/2020,[海螺水泥]水泥工匠丨海螺的绿色探索,0
6/18/2020,"[塔牌集团]对标海螺,跑步学海螺——塔牌集团钟朝晖董事长带队到海螺水泥考察学习",0
6/19/2020,[海螺水泥]扶绥海螺荣获“广西自治区绿色工厂”荣誉称号,0
6/28/2020,新力金融股东海螺水泥减持513万股 套现约6606万元,-1
7/3/2020,[物产中大]战略协同 共创价值 | 物产中大与海螺水泥签署战略合作协议,1
7/28/2020,暴走A股：水泥行业新巨头诞生！规模将秒杀海螺水泥,-2
8/13/2020,[海螺水泥]海螺集团名列2020世界500强第367位 较上年提升74位,1
8/21/2020,[海螺水泥]海螺集团召开“海螺英才”畅想未来座谈会,0
8/21/2020,海螺水泥半年报：上半年实现净利润160.7亿元 同比增长5.31%,2
8/21/2020,海螺水泥上半年净利润160亿元 股价涨幅主要于去年实现,2
