Time,Content,Tag
12/18/2019,保利地产：第二期股票期权激励计划第一个行权期第五次行权及第二个行权期第二次行权结果暨股份上市公告,1
12/18/2019,保利地产：保利物业明日在香港联交所主板上市,2
12/18/2019,保利地产：保利物业明日在港交所上市,2
12/18/2019,保利地产子公司保利物业19日在香港联交所主板上市,2
12/29/2019,国盛策略：消费白马估值迎“拨乱反正” 修复空间大,0
12/31/2019,机构荐股榜：上榜股获逾百次评级 平均涨超六成,0
1/2/2020,纵有减持风险 不改上半年向好,1
1/3/2020,"[保利地产]战略丨保利物业登陆港股,保利发展控股集团开启 “不动产生态发展平台”新阶段",1
1/5/2020,国盛策略：做多窗口继续 战略看多周期核心资产,0
1/7/2020,[保利地产]新征程口令:发展就是奋斗,0
1/7/2020,保利地产：2016年公司债券（第一期）2020年付息公告,0
1/8/2020,保利地产：实现净利润266亿元 同比增长40%,2
1/8/2020,保利地产业绩快报：2019年度净利润265.69亿元 同比增长逾40%,2
1/8/2020,保利地产：2019年度实现净利265.7亿元 同比增长40.55%,2
1/8/2020,保利地产2019年净利265.69亿元 经营规模扩大,2
1/8/2020,保利地产取得广州市荔湾区16429平方米住宅用地,2
1/9/2020,保利地产去年净利增四成 “345战略”未能全额完成,-1
1/12/2020,国盛策略：做多窗口继续 继续看多周期核心资产,0
1/12/2020,海通策略：坚定信心 外围扰动不改春季攻势,0
1/17/2020,328股获买入评级 15股创历史新高,0
1/19/2020,"国盛策略：为何近期缺乏主线？ 周期有待""拨乱反正""",0
2/4/2020,"[保利地产]抗疫前线| 全力以赴,保利发展控股驰援雷神山医院",1
2/5/2020,[保利地产]抗疫前线丨3600万物资!保利精准捐建武汉“方舱医院”,1
2/10/2020,保利地产：确保旗下各大写字楼项目安全复工,0
2/11/2020,保利地产：1月实现签约金额236亿元 同比下降近30%,-2
2/11/2020,保利地产：1月份签约金额236亿元 同比降30%,-2
2/11/2020,保利地产：1月份签约金额236亿元 同比下降30%,-2
2/11/2020,保利地产1月份签约金额同比下降30%,-2
2/11/2020,保利地产近期新增加房地产项目9个,1
2/11/2020,公告精选：汇源通信获鼎耘科技再度举牌；保利地产1月份签约金额同比降29.78%,-2
2/17/2020,保利地产：2016年公司债券（第二期）2020年付息公告,0
2/24/2020,"[保利地产]家期将至,交付指引收好了!",0
3/1/2020,大盘低迷指数单边下行 市场资金青睐这31只个股,0
3/1/2020,国盛策略：全球剧震 A股将率先走出冲击,1
3/2/2020,基建投资或在酝酿第四轮上升周期 什么概念？,1
3/4/2020,地产股集体拉升 保利地产涨超4%,2
3/8/2020,保利地产：1-2月签约金额436.5亿元 同比降35%,-2
3/8/2020,保利地产：2月份签约金额为200.63亿 同比下降39.94%,-2
3/8/2020,保利地产2020年2月实现签约金额200.63亿 同比下降40%,-2
3/8/2020,保利地产获得房地产5个项目,1
3/9/2020,保利地产连续2月销售同比下降 拿地力度仍处较高位,-1
3/13/2020,近一周376股获机构买入评级 11股上调评级,0
3/17/2020,[保利地产]信保基金再次荣获“房地产基金综合能力优秀企业”奖项,1
3/17/2020,[保利地产]保利投顾荣登“2020中国房地产策划代理百强企业”TOP 3!,1
3/18/2020,趋势巡航：市场还有一个好现象,0
3/22/2020,国盛策略：三大信号确认底部区域 价格比时间重要,0
3/25/2020,[保利地产]保利物业上市后首次业绩公告发布 大物业战略落地有声,1
3/29/2020,国盛策略：底部区域4月将走出 关注三个方向,0
