Time,Content,Tag
12/18/2019,海尔智家：关于“海尔转债”赎回结果暨股份变动的公告,0
12/26/2019,[海尔智家]海尔创业35周年纪念日 开启生态品牌战略阶段,0
1/9/2020,今天，中国的“世界头条” ：海尔全球11连冠,1
1/21/2020,海尔智家再入美国《财富》全球最受赞赏公司,1
2/11/2020,全球海淘物资 家电企业在行动 | 责任企业,0
2/14/2020,海尔智家：尚未向海尔电器提出确定的潜在私有化方案,-1
2/14/2020,海尔智家：第十届董事会第六次会议决议公告,0
2/14/2020,海尔智家：关于召开2020年第一次临时股东大会的通知,0
2/15/2020,[海尔智家]今日出征!海尔医疗队驰援武汉!,1
2/18/2020,海尔智家：多产业线预计2月底全部达产,1
3/12/2020,疫情背后：家最重要！ 海尔智家推出全流程健康场景,1
3/31/2020,海尔智家APP再升级：首创“体验云众播”平台今日上线,0
3/31/2020,海尔智家：2020年第一次临时股东大会决议公告,0
4/2/2020,[海尔智家]青岛市人社局与海尔集团签订“海企通”战略协议,1
4/15/2020,以健康场景补足用户健康需求 海尔智家驶入“新赛道”份额逆势上扬,2
4/15/2020,做好硬件是底线！海尔衣联网：创生态品牌引领,0
4/17/2020,空调持续走低，海尔为何能够份额提升？布局健康场景是关键,1
4/21/2020,美国疫情下，洗碗机负增长，GE Appliances 在Q1仍增长,0
4/21/2020,洗衣机下滑，GE Appliances为何逆增13.9%？生态场景是关键,1
4/24/2020,空调业下滑，海尔却逆势增长！怎么做到的？,2
4/26/2020,疫情下Q1海尔份额逆势增长 体现国民品牌免疫力,2
4/30/2020,海尔智家：2019年全线份额逆增，Q1抗风险能力优于行业,1
4/30/2020,海尔智家：2019年各品类国内市场份额持续提升 一季度表现优于行业,2
4/30/2020,2019年报出炉 全球化的海尔智家继续屹立世界家电品牌之巅,1
5/1/2020,海尔智家2020年第一季度盈利10.7亿减少50.16% 白电&amp;厨卫行业零售额下降,-2
5/1/2020,海尔智家：2019年营收再破新高 全球市场引领未来标准,2
