Time,Content,Tag
1/17/2020,中国太保：两子公司2019年原保险业务收入合计为3459.65亿,1
1/17/2020,中国太保：2019年保费收入3460亿元,1
1/17/2020,中国太保：2019年度保费收入3460亿元,1
1/17/2020,京沪高铁上市 中国太保助力国计民生基础设施建设攀新峰,0
1/20/2020,中国太保：太保产险将参与“保险行业区块链应用技术团体标准”制定,0
1/26/2020,中国太保：向湖北一线医护人员提供专属风险保障 总保额超千亿元,0
2/2/2020,中国太保：2019年净利预增50%-60%,2
2/2/2020,中国太保：预计2019年净利270亿元-288亿元 同比增长50%-60%,2
2/3/2020,中国太保：2019年年度业绩报告预告,0
2/20/2020,中国太保：两子公司1月份累计原保险业务收入696.17亿元,1
2/20/2020,中国太保：1月份保费收入696亿元,1
3/13/2020,中国太保：1-2月保费收入合计909亿元,1
3/13/2020,中国太保：前2月保费收入合计909亿元,1
3/13/2020,中国太保两子公司1-2月保费收入合计909.23亿元,1
3/14/2020,中国太保前2月保费收入909.23亿 同比增长1.59%,2
3/22/2020,中国太保年报：2019年净利润同比增54% 拟每股派发现金1.2元,2
3/22/2020,公告精选：新诺威拟10转11派1.4元；中国太保2019年净利同比增54%,2
3/22/2020,中国太保：第八届董事会第二十四次会议决议公告,0
3/22/2020,中国太保：2019年年度主要财务指标,0
3/23/2020,今日8公司公布年报 中国太保增幅最大,2
3/24/2020,中国太保2019年现金分红109亿 职工人均薪酬福利22万,2
3/24/2020,中国太保连续四年新增客户数超千万 经营现金流净流入1118亿为净利4倍,2
3/24/2020,中国太保连续四年新增客户数超千万 经营现金流净流入1118亿为净利4倍,2
3/24/2020,中国太保：总裁任职资格获银保监会核准,1
3/24/2020,中国太保：总裁任职资格获中国银保监会核准,1
3/24/2020,中国太保大幅增持锦江资本 今年以来险资已耗资数十亿举牌上市公司,1
3/28/2020,中国太保：关于召开2019年度股东大会的通知,0
4/9/2020,中国太保出资5亿元升级健康产业布局,0
4/16/2020,中国太保：一季度保费收入1305亿元,1
4/16/2020,中国太保一季度保费收入为1305亿元,1
4/17/2020,中国太保一季度保费收入1305.19亿元 同比微增1.97%,2
4/21/2020,中国太保4月21日大宗交易溢价成交1932万元,2
4/24/2020,中国太保：一季度净利润83.88亿元 同比增长53.1%,2
4/25/2020,中国太保：第八届董事会第二十五次会议决议公告,0
4/25/2020,中国太保：2020年第一季度主要财务指标,0
4/25/2020,中国太保2020年一季度盈利83.88亿增长53% 积极推动业务经营线上化,2
4/28/2020,中国太保一季度盈利84亿增逾五成 投资收益201亿带动业绩逆势提升,2
4/28/2020,中国太保一季度盈利84亿增逾五成 投资收益201亿带动业绩逆势提升,2
5/7/2020,中国太保:银保监会原则同意公司发行GDR并在伦敦证券交易所上市,1
5/7/2020,公告精选：中国太保发行GDR并在伦交所上市获银保监会原则同意；上汽集团4月销量同比下滑9%,0
5/12/2020,中国太保：第九届董事会第一次会议决议公告,0
5/12/2020,中国太保：2019年度股东大会决议公告,0
5/14/2020,中国太保：1-4月子公司累计原保险业务合计收入1535.37亿元,1
5/14/2020,中国太保：前4月子公司累计保费收入1535.37亿元,1
5/14/2020,中国太保前4月保费收入1535.37亿元 同比增长3.43%,2
6/2/2020,中国太保发行全球存托凭证并在伦敦证券交易所上市获得中国证监会批复,1
6/2/2020,中国太保：2019年年度分红派息实施公告,-1
6/3/2020,GDR第二单近了！中国太保获国内监管放行,1
6/9/2020,中国太保：1-5月两子公司累计原保险业务收入1795亿元,1
6/9/2020,中国太保前5月保费收入1795亿元,1
6/10/2020,中国太保前5月保费收入1795.11亿元 同比增长3.98%,2
6/10/2020,中国太保：宣布意向发行不超过1.13亿份GDR,0
6/10/2020,【公告解读】中国太保：宣布意向发行不超过1.13亿份的GDR,0
6/10/2020,中国太保已在伦敦证券交易所刊发上市意向函,1
6/10/2020,中国太保宣布意向发行不超过1.13亿份的GDR,0
6/10/2020,首家A+H+G保险公司蓄势待发：中国太保于伦敦证券交易所披露上市意向函,1
6/11/2020,中国太保于伦交所披露上市意向函 拟发行1.1亿份GDR,1
6/12/2020,中国太保：拟发行不超过1.03亿份GDR 发行价格区间在17.60—19.00美元,1
6/12/2020,【公告解读】中国太保：GDR的价格区间初步确定为每份GDR17.6美元至19美元,0
6/12/2020,中国太保GDR招股书获批，保险业首单GDR发行进入倒计时,1
6/15/2020,中国太保及长江电力推进GDR发行 A+G上市公司或将添至三家,1
6/16/2020,中国太保：已确定本次发行最终价格为每份GDR17.6美元,1
6/17/2020,首家沪港伦三地上市的中国保险企业诞生 中国太保全球存托凭证在伦交所成功挂牌上市,1
6/18/2020,中国太保：GDR预计6月22日在伦敦证券交易所上市,1
6/19/2020,中国太保获2019-2020年度金牌服务机构等多项大奖,1
6/22/2020,中国太保发行GDR于6月22日在伦交所上市,1
6/28/2020,中国太保：第九届董事会第三次会议决议公告,0
7/9/2020,中国太保：上半年两子公司保费收入合计为2152.75亿元,1
7/10/2020,中国太保拟任监事鲁国锋辞职 因工作原因,-1
8/12/2020,中国太保前7月保费收入2375亿元,1
8/12/2020,中国太保：两子公司1-7月保费收入合计2374.54亿元,1
8/23/2020,中国太保：上半年净利润142.39亿元 同比下降12%,-2
9/11/2020,中国太保前8月保费收入合计为2674.74亿元,1
9/16/2020,保险板块大幅拉升 新华保险领涨 中国太保、西水股份等多股跟张,2
10/10/2020,中国太保：第九届董事会第六次会议决议公告,0
10/15/2020,中国太保前三季保费收入2974.51亿元 同比增长4.13%,2
10/20/2020,中国太保(02601.HK)获中国人寿增持43.08万股,2
10/22/2020,保险板块低开 中国太保大跌7.55%,-2
10/22/2020,2300亿大蓝筹中国太保开盘暴跌：只是虚惊一场？保险板块可安好？,-2
10/23/2020,惊魂一幕！2300亿大蓝筹开盘暴跌 遭遇GDR套利？盘中持续补血 虚惊一场？保险板块可安好？,-2
10/23/2020,保险股拉盘，中国太保领涨 中国平安、中国人保等多股涨幅扩大,2
10/31/2020,中国太保：2020年前三季度主要财务指标,0
11/1/2020,中国太保前三季度净利196.48亿减少14.3% 交易性金融资产市值波动,-2
11/2/2020,148.5亿元！恒大要清仓广汇集团股权 接手者是海通证券、光大银行、中国太保的股东,-1
11/13/2020,中国太保前10月保费收入3186.29亿元 同比增长3.81%,2
11/26/2020,A股保险股普涨 中国太保涨5%创10个月新高 中国平安涨2%创逾1年新高,2
12/1/2020,机构首选！中国太保和中国平安领涨保险股,2
12/29/2020,中国太保(02601.HK)拟聘任苏少军为董事会秘书,0
1/15/2021,中国太保(601601.SH)：董事、监事任职资格获中国银保监会核准,1
1/18/2021,中国太保(02601.HK)获Schroders Plc增持230.08万股,2
1/18/2021,中国太保(601601.SH)：2020年度原保险业务收入3565.55亿元 同比增长3.06%,2
1/18/2021,中国太保2020年保费收入3565.55亿元 同比增长3.06%,2
1/22/2021,中国太保(02601.HK)遭国寿集团减持220万股,-1
1/22/2021,港A保险股全线下挫 中国太保AH股领跌,-2
1/28/2021,[国泰君安]打造证保合作新典范 共建沪上金融生态圈 国泰君安与中国太保达成战略合作,1
1/28/2021,中国太保：申能集团拟减持不超0.99996%股权,-1
2/8/2021,中国太保：本公司的下属子公司亦依照有关法律法规建立了符合要求的公司治理体系,0
2/10/2021,港A保险股齐升 中国太保H股涨超4%,2
2/19/2021,保险股拉升 中国太保(601601.SH)涨超5%领涨,2
2/22/2021,中国太保(601601.SH)：1月原保费收入751.70亿元 同比增长7.98%,2
2/22/2021,中国太保(601601.SH)：董事梁红任职资格获银保监会核准,1
2/22/2021,中国太保：梁红担任公司董事事项获核准,0
2/22/2021,中国太保(02601.HK)：梁红董事任职资格获核准,0
2/22/2021,中国太保(02601.HK)：1月份保费收入751.7亿元 同比增长7.98%,2
2/23/2021,中国太保和中国人寿1月份保险业务收入均同比录得增长,2
