Time,Content,Tag
12/19/2019,新华保险：第七届董事会第五次会议决议公告,0
1/13/2020,新华保险：2019年保费收入1381亿元 同比增13%,2
1/13/2020,新华保险：2019年保费收入1381亿元 同比增长13%,2
1/13/2020,新华保险2019年保费收入累计为1381亿元,1
1/16/2020,上市险企2019年原保费排名出炉 中国平安夺魁新华保险垫底,-1
1/21/2020,[新华保险]新华保险提升服务保障 积极应对新型冠状病毒肺炎疫情,1
1/27/2020,新华保险完成首笔新型冠状病毒肺炎理赔,1
1/28/2020,[新华保险]新华保险向武汉一线医护人员每人捐赠30万元保险保障,1
1/28/2020,[新华保险]新华保险完成首例新型冠状病毒肺炎理赔,1
2/1/2020,[新华保险]新华保险核赔员陶新伟:在线理赔助力第一例新冠肺炎赔付,1
2/2/2020,新华保险：2019年净利预增约8成,2
2/2/2020,新华保险：2019年度净利同比预增80%,2
2/2/2020,新华保险2019年度净利润预增约八成,2
2/3/2020,新华保险：2019年年度业绩报告预告,0
2/3/2020,保险股业绩亮眼 新华保险预增8成太保预增五到六成,2
2/4/2020,[新华保险]新华保险完成两例新型冠状病毒案件理赔,0
2/5/2020,[新华保险]关于宜家保和安心保两款保险产品计划保险责任扩展的公告,0
2/7/2020,[新华保险]关于《健康无忧重大疾病保险(宜家版)》等15款疾病保险产品保险责任扩展的公告,0
2/7/2020,[新华保险]新华战“疫” 十数款产品扩责 保单也有“温度”,0
2/15/2020,"[新华保险]服务不中断,效率不打折 新华保险疫情期间累计赔付超9600万元",1
2/18/2020,新华保险：1月份保费收入为307亿元,1
2/18/2020,新华保险：1月份原保险保费收入为307.04亿元,1
2/18/2020,新华保险：1月份保费收入307亿元,1
2/18/2020,新华保险1月份原保费收入为307亿元,1
2/19/2020,[新华保险]新华保险公司领导赴养老家园和康复医院检查疫情防控工作并调研,0
2/21/2020,[新华保险]新华保险完成首例新冠肺炎保险责任扩展赔付,0
2/23/2020,[新华保险]新华保险公司领导赴亦庄后援中心检查疫情防控工作并调研,0
2/25/2020,[新华保险]关于《借贷安心意外伤害保险》 等3款意外伤害保险产品保险责任扩展的公告,0
2/27/2020,新华保险：第七届董事会第七次会议决议公告,0
2/29/2020,[新华保险]关于新安保保障计划保险责任扩展的公告,0
3/5/2020,[新华保险]新华保险发布2020年客户服务十大承诺,0
3/8/2020,[新华保险]新华保险快速响应福建泉州酒店坍塌事故,1
3/12/2020,[新华保险]新华保险2019年理赔金额超111亿元 同比增长37%,2
3/12/2020,新华保险：1-2月份实现原保险保费收入395.6亿元,1
3/12/2020,新华保险：1-2月实现原保险保费收入395.6亿元,1
3/12/2020,新华保险：前2月保费收入为395.6亿元,1
3/13/2020,新华保险前两月保费收入395.6亿 同比增长44.22%,2
3/25/2020,[新华保险]新华保险2019年归母净利润145.59亿 同比增长83.8%,2
3/25/2020,新华保险：2019年净利同比增83.8% 拟10派14.1元,2
3/25/2020,新华保险：2019年净利同比增长84% 拟10派14.1元,2
