Time,Content,Tag
12/18/2019,中国石油：国有股份无偿划转事项获国资委批准,1
12/18/2019,中国石油：国有股份无偿划转事项获得国资委批准,1
12/26/2019,中国石油：全力做好天然气冬季高峰期保供工作,0
12/27/2019,中国石油：塔里木油田油气产量当量突破2800万吨,1
12/27/2019,中国石油：国有股份无偿划转完成过户登记,1
12/28/2019,[滨化股份]东瑞公司被认定为2019年度“中国石油和化工行业技术创新示范企业”,0
12/29/2019,中国石油：2019年新增探明油气地质储量当量达到18.4亿吨 创历史新高,1
12/29/2019,中国石油：2019年新增探明油气地质储量当量达到18.4亿吨 创历史新高,1
1/6/2020,中国石油盘中拉升 上涨逾4%,2
1/6/2020,国际原油大涨 A股石化双雄联袂走高中国石油涨近5%,2
1/9/2020,石油板块全线调整 中国石油跌3.05%,-2
1/10/2020,中国石油：获国家科学技术进步一等奖1项 二等奖2项,1
1/12/2020,[联泓新科]郑月明董事长获评“2019年度中国石油和化工行业影响力人物”,0
1/12/2020,[陕鼓动力]李宏安董事长荣获“2019年度中国石油和化工行业影响力人物”称号,0
1/12/2020,[陕鼓动力]李宏安董事长荣获“2019年度中国石油和化工行业影响力人物”称号,0
1/13/2020,中国石油企业年金公司化运营实现开门红 2019年末突破1200亿,2
1/13/2020,中国石油：2016年公司债券（第一期）（品种二）2020年付息公告,1
1/13/2020,中国石油：2016年公司债券（第一期）（品种一）2020年付息公告,1
1/15/2020,[天瑞仪器]天瑞仪器应邀参加中国石油石化企业VOCs及废气治理技术交流会,0
1/17/2020,中国石油：戴厚良任集团公司董事长、党组书记,0
1/19/2020,中国石油：董事长王宜林因年龄原因辞任,-1
1/19/2020,中国石油：董事长王宜林辞职,-1
1/19/2020,中国石油：董事长王宜林辞任,-1
1/19/2020,中国石油、中国石化董事长双双辞职,-1
1/20/2020,中国石油风险勘探再获重大发现,1
1/22/2020,[三友化工]三友两项新技术列入中国石油和化学工业联合会指导计划,0
2/3/2020,中国石油兰州石化迅速转产医用料满足疫情防控需求,1
2/5/2020,中国石油：董事会2020年第一次会议决议公告,0
2/7/2020,中国石油：向湖北39家定点医院捐供2000万元天然气,1
2/7/2020,中国石油：关于召开2020年第一次临时股东大会的通知,0
2/21/2020,中国石油化工集团公司改制为国有独资公司,1
2/25/2020,中国石油：2016年公司债券（第二期）（品种二）2020年付息公告,0
2/25/2020,中国石油：2016年公司债券（第二期）（品种一）2020年付息公告,0
2/28/2020,中国石油海外项目运行平稳,1
2/29/2020,中国石油：6条口罩生产线全部建成 开始满负荷生产,0
3/1/2020,中国石油：6条口罩生产线火速建成,0
3/3/2020,中国石油：生产型企业开工率达99%,0
3/5/2020,成都燃气：中国石油近3000万元增资千嘉科技,1
3/9/2020,开盘：A股两市低开沪指跌1.56% 石油行业大跌中国石油跌2.69%,-2
3/9/2020,石油板块个股走低 中国石油跌2.69%,-2
3/9/2020,两桶油低开：中国石油A股低开2.69％ 中国石化A股跌1.25％,-2
3/9/2020,暴走A股：油价大跌，对中国石油是利好吗？,-1
3/10/2020,中国石油：2013年公司债券（第一期）（10年期）2020年付息公告,0
3/10/2020,中国石油：董事会2020年第二次会议决议公告,0
3/13/2020,中国中冶：控股股东拟将5.92%股份无偿划转至中国石油集团,1
3/13/2020,中国中冶：公司5.92%的股份将无偿划转至中国石油集团,1
3/18/2020,中国石油：2016年公司债券（第三期）（品种一）2020年付息公告,0
3/18/2020,中国石油：2016年公司债券（第三期）（品种二）2020年付息公告,0
3/20/2020,中国石油：辽阳石化抢建两条熔喷无纺布生产线,1
3/25/2020,中国石油：选举戴厚良担任公司董事长、李凡荣为公司副董事长,0
3/25/2020,中国石油：选举戴厚良为董事长 李凡荣为副董事长,0
3/26/2020,[中国石化]张玉卓当选中国石油化工股份有限公司董事长,0
3/26/2020,中国石油：2020年第一次临时股东大会决议公告,0
3/26/2020,中国石油：2019年净利同比下降13.9%,-2
3/26/2020,中国石油：上游增储上产成效明显 2019年实现净利456.82亿元,1
3/26/2020,中国石油2019年实现净利润逾456亿元,1
3/26/2020,中国石油：2019年净利456.82亿元 同比下降14%,-2
3/26/2020,中国石油：创新驱动转型升级 2019年实现归母净利456.77亿元,1
3/26/2020,公告精选：中国石油2019年净利同比下降13.9%；通用股份控股股东拟增持,-2
3/26/2020,中国石油2019年实现净利润456.82亿元 同比减少13.9%,-2
3/27/2020,中国石油：董事会2020年第三次会议决议公告,0
3/27/2020,中国石油：2019年年度主要财务指标,0
3/27/2020,中国石油去年净赚逾456亿元 正与管网公司就可能的资产注入事项进行磋商,1
3/27/2020,中国石油2019年净利同比降13.9% 26日A股股价创上市以来新低,-2
3/27/2020,中国石油去年净利润456.82亿元 同比下降13.9％,-2
3/31/2020,中国石油再添两条全自动口罩生产线,0
4/1/2020,中国石油：大庆石化4条口罩生产线全面投产,1
4/3/2020,中国石油副总裁王仲才辞职 2018年薪酬为105万元,-1
4/3/2020,中国石油：副总裁王仲才辞任,-1
4/6/2020,中国石油副总裁王仲才辞职 税前薪酬为98万元,-1
4/8/2020,中国石油成被执行人 执行标的约1092万,-1
4/10/2020,中油工程子公司中标中国石油30.26亿元含芳烃抽提项目,0
4/14/2020,中国石油子公司签全球在建最大煤化工项目总承包合同,1
4/15/2020,中国中冶：中冶集团拟无偿划转5.92%公司股份给中国石油集团,1
4/17/2020,中国石油：国际油价可能保持较长一段时间的低位震荡运行,-1
4/21/2020,恒指低开0.34% 中国石油股份、中国海洋石油跌逾2%,-2
4/21/2020,中国石油：低油价使公司大而不强矛盾凸显,-1
4/22/2020,中国石油集团：不失时机深化改革,0
4/24/2020,中国石油呼市分公司山西遭通报 液化石油气抽查不合格,-1
4/29/2020,中国石油2020年第一季度净亏损162.3亿元,-2
4/29/2020,中国石油一季度净亏损162亿元 亏损三大原因曝光 董事长喊出“至暗时刻”！,-2
4/29/2020,中国石油一季度实现营收5091亿元,1
5/13/2020,[包钢股份]自治区调研组赴中国石油调研,0
5/21/2020,中国石油发布2019年社会责任报告 天然气产量同比增8.6%创5年最高增幅,1
5/27/2020,中国石油：证监会同意公司注册发行不超过800亿元公司债券,1
6/9/2020,[海油发展]“海洋石油162”顺利完成中国石油埕海油田试采作业,1
6/11/2020,中国石油：董事会2020年第五次会议决议公告,1
6/11/2020,中国石油：2019年年度股东大会决议公告,1
6/12/2020,[包钢股份]魏栓师率队赴张煤机、中国石油调研,0
6/12/2020,[包钢股份]魏栓师率队赴张煤机、中国石油调研,0
6/12/2020,中国石油董事长戴厚良：全力以赴推进提质增效专项行动,0
6/19/2020,中国石油：2019年年度末期A股分红派息实施公告,0
6/23/2020,中国石油：熔喷布生产“质”“量”双升,1
6/25/2020,中国石油：大庆炼化聚丙烯专用白油替代进口,1
6/29/2020,[包钢股份]中标中国石油10万吨大单包钢石油管雄厚实力凭订单说话,0
6/29/2020,[包钢股份]中标中国石油10万吨大单包钢石油管雄厚实力凭订单说话,0
7/2/2020,[新大陆]新大陆支付技术受邀参加中国石油石化销售企业智慧营销(视频)交流会,0
7/7/2020,五大强势特征凸显 A股放量上攻,0
7/7/2020,中国石油化工股份有限公司成立科技新公司 注册资本6亿人民币,1
7/16/2020,[解密]480亿成交量！这波分析师、韭菜太热情！中芯国际KO茅台呼声响起 会成为下个中石油吗？投资者请冷静,0
7/17/2020,"[中国高科]中国高科集团“云实训”,引领中国石油大学学子畅游技术的海洋",0
7/22/2020,“两桶油”股价异动 中国石油涨近4％中国石化涨超2％,2
7/23/2020,中国石油：拟将所持有的主要油气管道等相关资产出售给国家管网集团,1
7/23/2020,中国石油拟将主要油气管道等资产出售给国家管网集团,1
7/24/2020,摩根士丹利：上调中国石油评级至“超配” 目标价3.5港元,2
8/7/2020,[皖天然气]贾化斌拜访中国石油西气东输管道分公司,0
8/7/2020,[皖天然气]贾化斌拜访中国石油天然气销售东部分公司,0
8/27/2020,中国石油：上半年净亏损299.83亿元,-2
8/27/2020,二季度亏损环比收窄 中国石油上半年净亏损299.83亿元,-2
8/28/2020,中国石油上半年亏损近300亿元 二季度亏损环比收窄,-2
8/28/2020,中国石油上半年亏近300亿 下半年仍面临挑战,-2
8/28/2020,巨亏300亿！中国石油交上史上最差半年报 油价何去何从？！,-2
9/9/2020,中国石油装备亮相国际工业品采购展览会 140余家知名企业参展,0
9/9/2020,宁夏核查处置2批次不合格食品 涉中国石油旗下加油站,-1
9/13/2020,中国石油(601857.SH)半年度A股拟每股派0.08742元 股权登记日为9月21日,1
9/14/2020,中国石油：2020年半年度A股分红派息实施公告,1
9/15/2020,[海油发展]海油发展与中国石油大学(北京)成立海上风电工程技术联合研究中心,1
9/16/2020,中国石油：召开2020年第三次临时股东大会的通知,0
9/23/2020,[多氟多]中国石油和化学工业联合会副会长李彬一行莅临多氟多调研,0
10/15/2020,[东华科技]中国石油和化学工业规划院院长李君发一行到东华科技调研,0
