Time,Content,Tag
12/31/2019,海天味业：拟1.69亿元取得燕庄食用油67％的股权,1
12/31/2019,海天味业：拟收购合肥燕庄食用油公司67%股权,1
12/31/2019,海天味业拟以1.69亿取得合肥燕庄67％股权,1
1/1/2020,海天味业1.69亿控股合肥燕庄 后者一月内多次变更股权,1
1/10/2020,海天味业：在广西南宁投资设立全资子公司,1
1/10/2020,海天味业：拟出资5000万元在广西南宁设立全资子公司,1
1/10/2020,海天味业：拟新设南宁子公司 提升生产加工能力和仓储配送能力,1
2/1/2020,[海天味业]海天味业首批向广东省钟南山医学基金会捐赠1000万元,1
2/1/2020,海天味业首批向广东省钟南山医学基金会捐赠1000万元,1
3/25/2020,海天味业：2019年度净利同比增长23% 拟10转2派10.8元,2
3/25/2020,海天味业：2019年净利同比增22.64% 拟10转2派10.8元,2
3/25/2020,海天味业：2019年度净利润同比增长23% 拟10转2派10.8元,2
3/25/2020,海天味业2019年净利增23% 蚝油继续保持较快增长势头,2
3/25/2020,海天味业投资1000万元设立全资子公司,1
3/26/2020,海天味业：关于召开2019年年度股东大会的通知,0
3/26/2020,海天味业：第四届董事会第四次会议决议公告,0
3/26/2020,海天味业：2019年年度主要财务指标,0
3/26/2020,海天味业去年净利增23% 蚝油业务增速最快,2
3/26/2020,海天味业营收逼近200亿元 疫情无碍公司今年“胃口”,2
3/27/2020,海天味业核心产品毛利率全线下滑 高管集体提前套现超亿元,-1
3/31/2020,来A股“打酱油”！海天味业市值创新高 资金抱团刚需消费,1
3/31/2020,海天味业股价逼近涨停再创历史新高 总市值超3300亿元,2
3/31/2020,沐阳：海天味业新高对市场的意义,0
4/1/2020,全球千亿巨头跌幅榜，波音市值仅剩海天味业+牧原股份，最惨股腰斩再腰斩,0
4/1/2020,全球千亿巨头跌幅榜：波音市值仅剩海天味业+牧原股份,0
4/2/2020,海天味业获沪股通连续3日净买入 累计净买入11.66亿元,2
4/3/2020,“品”海天味业：味道依然上佳,0
4/3/2020,海天味业获沪股通连续4日净买入 累计净买入14.93亿元,2
4/7/2020,海天味业股价再创新高 消费股能否成为避风港？,1
4/7/2020,海天味业获沪股通连续5日净买入 累计净买入17.26亿元,2
4/8/2020,海天味业股价创历史新高 机构激辩消费股避险属性,1
4/8/2020,海天味业12天暴涨1100亿 为何消费基金不涨反跌？,1
4/23/2020,[海天味业]2020C-BPI榜单出炉!海天获评四项行业第一!,1
4/24/2020,[海天味业]香香香!看《歌手》看饿了!海天金标生抽开启“当打”进行时!,0
4/25/2020,海天味业：2020年第一季度主要财务指标,0
4/25/2020,海天味业2020年一季度盈利16.13亿增长9% 本期销售商品预先收到现金,2
4/28/2020,海天味业：2019年年度权益分派实施公告,0
4/30/2020,饭桌上的PK 千禾味业能否撼动海天味业的神话？,-1
6/19/2020,海天味业财务负责人张永乐辞职 管江华接棒,-1
6/23/2020,[海天味业]行业唯一上榜!海天再次入选凯度消费者指数10大快消品品牌!,1
6/23/2020,[海天味业]海天再次入选凯度消费者指数10大快消品品牌!,1
6/28/2020,酱油酿出“茅台味” 海天味业如何撑起4000亿市值,1
7/27/2020,海天味业年度股价接近翻倍！最新总市值超4600亿元,1
8/7/2020,"[海天味业]海天捐资捐物超200万元,助力脱贫攻坚!",0
8/12/2020,入局火锅底料 海天味业直面海底捞,1
8/19/2020,“一瓶酱油”贵过“一桶油”！海天味业市值突破5000亿 超越中国石化,1
8/19/2020,"一瓶酱油""干翻""中石化！海天味业又火了：5300亿市值，超过万科+保利！",1
8/19/2020,"5300亿市值海天味业又火了：一瓶酱油""干翻""中石化 超过万科+保利",1
8/20/2020,[财经天眼]“酱茅”海天味业吊打十大行业龙头！庞康身价超抖音张一鸣、娃哈哈宗庆后，十大股东却没一家机构,1
8/21/2020,海天味业拓宽赛道欲寻新增长点 5000亿市值靠“酱油”还能撑多久,0
8/26/2020,海天味业股价再创历史新高 总市值达到5500亿元,1
8/27/2020,海天味业：上半年实现净利润32.53亿元 同比增长18.27%,2
8/27/2020,海天味业上半年净利同比增长18%,2
8/28/2020,海天味业2020年上半年净利32.5亿增长18% 二季度产品出货量回复常态,2
8/28/2020,涪陵榨菜已开始尝试酱和复合调味料品类 有意挑战调味品龙头海天味业？,-1
9/1/2020,海天味业股价盘中创新高 总市值突破6000亿元,1
9/2/2020,市值6000亿 海天味业到顶了吗,-1
9/2/2020,消费股“承包”A股市值前三名，海天味业股价冲击200元,2
9/2/2020,海天味业股价再创新高 酱油和市值谁先摸到“天花板”？,2
9/3/2020,6000亿酱油海天味业惊魂一跳:核心因素又生变 抱团模式面临瓦解？,-2
9/3/2020,海天、千禾酱油股们集体大跌：抱团大消费行情要熄火？谁来接棒？,-2
9/3/2020,6000亿酱油跌近7%、片仔癀巨震15% 千亿芯片龙头逼近涨停,-2
9/4/2020,海天味业“打翻酱油瓶” 调味品板块遭资金减持,-2
9/4/2020,市值一天蒸发500亿！“酱茅”海天味业高位跳水 食品饮料板块拉响警报,-2
9/4/2020,市值一天蒸发500亿！“酱茅”海天味业高位跳水 食品饮料板块拉响警报 经历了什么？,-2
9/4/2020,酱油、醋都洒了！大消费板块再遭重挫 海天味业、恒顺醋业跌超6%,-2
9/4/2020,扛不住了？消费股恐高集体“趴下”！海天味业再跌逾7% 科技股逆势崛起,-2
9/7/2020,海天味业(603288.SH)连续第三日回调 自高位下跌近20%,2
9/7/2020,消费龙头连续跳水3天 股民怒吼：100倍市盈率也是价值投资？,-1
9/9/2020,海天味业(603288.SH)跳水跌近5% 较近日历史最高价下跌21%,-2
9/9/2020,仲景食品IPO询价：面临海天味业和老干妈夹击 研发投入占营收比例逐年下降,-1
9/15/2020,海天味业市值持续下跌 较巅峰缩水1348亿 酱油第一股还能打酱油么？,-1
9/18/2020,5000亿酱油巨头再陷活蛆事件！市值较高点已蒸发1500亿，海天味业回应：正在走内部核查流程,-2
9/21/2020,海天味业：所有流通产品均可追溯生产过程及源头 不允许任何食品安全问题存在,-2
9/22/2020,调味股龙头挤泡沫 海天味业市值半月蒸发超千亿元,-2
10/11/2020,"6年十倍 这只消费大牛股为啥被""团宠""？这四大基因缺一不可！深度复盘：宽阔的护城河怎么建成的？",0
10/15/2020,金龙鱼市值暴涨至2300亿元，远超母公司丰益国际！对比茅台、海天味业，金龙鱼还能涨吗？,0
