Time,Content,Tag
12/20/2019,[上海机场]艺术体验萦绕旅途 虹桥机场预热春运 虹桥机场开展“元旦迎新”系列主题活动,0
12/30/2019,[上海机场]浦东机场P4长时停车库启用,0
1/1/2020,"[上海机场]不平凡的2019,不止步的上海机场",1
1/1/2020,"[上海机场]不平凡的2019,不止步的上海机场",1
1/10/2020,[上海机场]国风年味 科技助行 虹桥机场让旅客回家路更畅,1
1/10/2020,[上海机场]虹桥机场春运:国风年味 科技助行 虹桥机场让旅客回家路更畅,1
1/10/2020,[上海机场]浦东机场春运:服务新品质 体验心感受,1
1/10/2020,[上海机场]服务新品质 体验心感受,1
1/10/2020,"[上海机场]连续第六年,上海机场志愿者为“暖冬”集结出发",1
1/19/2020,"[上海机场]地铁2号线春节前后部分区段停运整修施工,虹桥机场全力做好旅客引导保障",1
1/22/2020,[上海机场]上海机场针对武汉来沪航班上旅客开展体温检测工作,0
1/24/2020,[上海机场]上海机场积极落实航空旅客疫情防控工作部署,0
1/27/2020,[上海机场]上海机场集团进一步强化疫情防控措施,0
1/28/2020,[上海机场]浦东机场货运站为防疫物资设备开通“绿色通道”,0
2/3/2020,[上海机场]姐妹机场伊斯坦布尔机场向上海机场捐赠十万只医用口罩,1
2/3/2020,[上海机场]姐妹机场伊斯坦布尔机场向上海机场捐赠十万只医用口罩,1
2/4/2020,[上海机场]集团工会下拨专项资金 慰问疫情防控一线职工,1
2/4/2020,上证50指数仅低开0.11％ 复星医药、上海机场、贵州茅台等高开逾1％,2
2/6/2020,[上海机场]浦东虹桥两大机场全力以赴做好防控物资运输保障工作,0
2/6/2020,[上海机场]上海浦东虹桥机场全力以赴做好防控物资运输保障工作,0
2/9/2020,[上海机场]上海机场加强返程高峰期间的疫情防控 自1月28日起对所有进出港旅客进行测温登记排查,0
2/9/2020,"[上海机场]全流程守护 上海机场硬核防疫,和你一起过这关",1
2/10/2020,上海机场：浦东机场近期主要业务量完成情况低于往年同期,-1
2/12/2020,北向资金净买入上海机场等,2
2/12/2020,北上资金今日净流入14.85亿 上海机场净买入4.19亿,2
2/13/2020,北向资金今日净流入7.91亿 上海机场净买入2.38亿,2
2/13/2020,北上资金今日净流入7.91亿 上海机场净买入2.38亿,2
2/13/2020,北向资金净流入7.91亿 上海机场净买入2.38亿,2
2/16/2020,上海机场：1月份旅客吞吐量同比下滑5.39%,-2
2/16/2020,上海机场1月份旅客吞吐量同比下滑5.39%,-2
