Time,Content,Tag
12/20/2019,万华化学：“炼化一体化”的科技研发驱动样本,1
12/25/2019,万华化学：下调2020年1月份中国地区MDI价格,-1
12/25/2019,万华化学：下调2020年1月份中国地区聚合MDI价格 降幅达18%,-1
12/25/2019,万华化学：下调2020年1月中国地区MDI价格,-1
12/25/2019,万华化学2020年1月份MDI价格下调,-1
12/31/2019,万华化学：第七届董事会2019年第九次会议决议公告,0
1/13/2020,万华化学：宁波工厂MDI装置复产,1
1/13/2020,万华化学子公司宁波公司一期MDI装置复产,1
1/14/2020,[万华化学]博士讲堂走进烟台市开发区实验中学,0
1/15/2020,[万华化学]万华化学获评第九届中国公益节年度公益集体奖,0
1/30/2020,万华化学向湖北红十字会捐款500万元,1
1/30/2020,万华化学：捐500万资金、捐1万套医用防护服、消毒液敞口无偿供应驰援防疫,1
2/1/2020,[万华化学]抗击新型肺炎疫情 万华在行动,1
2/3/2020,万华化学：2月份中国地区MDI价格环比持平,1
2/8/2020,[万华化学]千里驰援|万华化学助力湖北防疫医疗项目建设,1
2/19/2020,[万华化学]万华化学捐赠医用物资再次驰援湖北,1
2/19/2020,万华化学捐赠医用物资再次驰援湖北,1
2/22/2020,[万华化学]持续驰援|万华化学捐赠万副医用聚碳酸酯护目镜,1
2/24/2020,[万华化学]万华化学3D打印材料助力湖北全面抗疫,1
2/24/2020,万华化学3D打印材料助力湖北全面抗疫,1
2/28/2020,万华化学：3月份中国地区MDI价格没有变动,0
2/28/2020,万华化学3月份MDI挂牌价与2月相比没有变动,0
3/3/2020,万华化学：拟投资24亿元与福建石化设立合资公司,1
3/3/2020,万华化学：拟斥资24亿元成立合资公司 建设MDI及苯胺配套项目等,1
3/3/2020,万华化学：拟在福建建设40万吨MDI等项目 布局中国东南市场,1
3/3/2020,万华化学布局东南扩MDI、TDI产能,1
3/4/2020,万华化学：第七届董事会2020年第一次会议决议公告,0
3/19/2020,万华化学短期融资券发行 总额为15亿元,1
3/25/2020,[万华化学]万华化学再次蝉联艾仕得“年度供应商”称号,1
3/27/2020,万华化学：公布2020年4月份中国地区MDI价格,0
3/27/2020,万华化学：4月份纯MDI挂牌价较3月份下调2000元/吨,-2
3/27/2020,万华化学：下调4月份纯MDI挂牌价,-2
3/30/2020,万华化学：2019年净利同比降35% 拟10派13元,-2
3/31/2020,万华化学：第七届董事会2020年第二次会议决议公告,0
3/31/2020,万华化学：关于召开2019年年度股东大会的通知,0
3/31/2020,万华化学：2019年年度主要财务指标,0
4/3/2020,万华化学股东合成国际质押2230万股 用于股权交易担保,0
4/24/2020,万华化学：一季度净利润同比下降50.74%,-2
4/25/2020,万华化学：第七届董事会2020年第三次会议决议公告,0
4/25/2020,万华化学：2020年第一季度主要财务指标,0
4/25/2020,万华化学第一季度盈利13.77亿同比减少50.74% 产品MDI产销量下降,-2
4/28/2020,万华化学：2019年年度股东大会决议公告,0
5/3/2020,万华化学2020年度第二期及第三期超短期融资券发行完成 总额合计35亿,1
5/10/2020,万华化学：2019年年度权益分派实施公告,0
5/11/2020,万华化学连续三年盈利超过百亿 核心产品全球市占率质量均领先,2
5/11/2020,万华化学：烟台工业园PDH装置5月14日开始检修,-1
5/13/2020,万华化学：第八届董事会2020年第一次会议决议公告,0
5/28/2020,万华化学：上调2020年6月份中国地区MDI价格,2
6/12/2020,万华化学PDH装置复产及烟台工业园MDI、TDI装置将停产检修,-1
6/12/2020,万华化学：公司烟台工业园MDI、TDI装置7月1日起停产检修 预计需45天,-1
