Time,Content,Tag
12/20/2019,恒生电子推出四款区块链新品,1
12/20/2019,恒生电子：强强联合！金融行业上云有望实现质的突破,1
12/27/2019,恒泰证券与恒生电子在杭州签署战略合作协议,1
12/27/2019,恒泰证券与恒生电子达成全面战略合作伙伴关系,1
1/19/2020,恒生电子：预计2019年净利润12.9亿元-13.4亿元 同比增长约1倍,2
1/19/2020,恒生电子：2019年净利同比预增超1倍,2
1/19/2020,恒生电子：预计2019年净利12.9亿-13.4亿元 同比增长100%-108%,2
1/19/2020,恒生电子2019年预计净利12.91亿元到13.42亿元 同比增长约100%到108%,2
1/19/2020,恒生电子：2019年年度业绩报告预告,0
1/22/2020,非经常性损益显功?恒生电子年报业绩预计倍增,2
2/3/2020,恒生电子成立应急工作组 保障开市金融业务系统稳定运行,0
2/3/2020,开市首日 恒生电子多举措为金融业务系统保驾护航,0
2/14/2020,北上资金今日净流入43.23亿 恒生电子净买入2.78亿,2
3/18/2020,恒生电子：七届五次董事会决议公告,0
4/2/2020,恒生电子宣布收购安正软件 有力补充数据中台建设,1
4/2/2020,恒生电子收购数据技术服务公司安正软件,1
4/2/2020,布局金融科技新业态 恒生电子收购安正软件,1
4/2/2020,恒生电子宣布收购数据技术服务公司安正软件,1
4/9/2020,[恒生电子]恒生电子收购数据技术服务公司安正软件,1
4/10/2020,恒生电子：七届六次董事会决议公告,0
4/21/2020,恒生电子：2020年第一次临时股东大会决议公告,0
4/24/2020,恒生电子：子公司骆峰网络申请破产对上市公司暂无影响,-1
4/24/2020,恒生电子：2019年净利同比增119％ 拟10送3派5.3元,2
4/24/2020,恒生电子：批准恒生金融云基地进行二期项目建设开发,1
4/25/2020,恒生电子：关于召开2019年年度股东大会的通知,0
4/25/2020,恒生电子：七届七次董事会暨2019年年度会议决议公告,0
4/25/2020,恒生电子：2019年年度主要财务指标,0
4/26/2020,恒生电子2019年净利14.16亿增长119.39% 外购商品销售业务增加所致,2
4/27/2020,恒生电子：2020年一季度净亏损4491万元 同比减少111.29%,-2
4/28/2020,恒生电子发布2019年企业社会责任报告,0
4/28/2020,恒生电子：2020年第一季度主要财务指标,0
4/28/2020,恒生电子：七届八次董事会决议公告,0
4/30/2020,恒生电子推出创业板非现场权限开通方案,0
5/1/2020,恒生电子第一季度亏损4491.38万 较上年同期由盈转亏,-2
5/9/2020,恒生电子：联合多家金融机构推出港版“余额宝”服务,1
5/14/2020,[恒生电子]兴业证券、阿里巴巴集团、恒生电子共创科技赋能财富管理转型,1
5/18/2020,恒生电子推出公募REITs解决方案,1
5/19/2020,恒生电子：七届九次董事会决议公告,0
5/19/2020,恒生电子：国联证券NSQ行情系统刷新极速行情记录,0
5/19/2020,恒生电子：国际化战略逐步落地,0
5/20/2020,恒生电子推出公募REITs解决方案,0
5/25/2020,恒生电子股东彭政纲减持37万股 套现约3945.89万元,-1
5/28/2020,全新技术品牌“LIGHT”亮相 恒生电子发力金融科技“新基建”,1
6/1/2020,T+0召唤：软件服务板块涨成大热点 恒生电子抢先“搞事情”,1
6/8/2020,[恒生电子]恒生电子与全球领先的金融科技公司Finastra达成战略合作,1
6/8/2020,恒生电子与Finastra达成战略合作,1
6/8/2020,恒生电子与Finastra达成战略合作伙伴关系 股价盘中创近5年新高,2
6/8/2020,恒生电子与金融科技公司Finastra达成战略合作,1
6/9/2020,恒生电子：助力华泰证券打造内存清算系统,1
6/11/2020,恒生电子：2020年第二次临时股东大会通知公告,0
6/11/2020,恒生电子：七届十次董事会决议公告,0
6/24/2020,快讯：大和将恒生电子目标价上调至110元,1
6/24/2020,快讯∶恒生电子有望巩固在中国金融科技市场的地位，大和上调目标价至110元,2
6/28/2020,恒生电子：推出综合理财平台6.0 赋能银行财富管理转型,2
