Time,Content,Tag
12/27/2019,"[山西汾酒]2020人参会,史上规模最大的汾酒经销商大会传递了什么信号",0
12/27/2019,[山西汾酒]李秋喜:汾酒改革永远在路上,0
12/27/2019,山西汾酒：青花将承担汾酒复兴重任 明年大概率上浮价格,1
12/29/2019,[山西汾酒]山西大学杏花村学院(山西酿造产业研究院)揭牌成立,0
1/3/2020,山西汾酒：第八届董事会第二次会议决议公告,0
1/14/2020,信披违规 山西汾酒时任董事兼总经理常建伟被上交所监管关注,-1
2/6/2020,山西汾酒：2019年净利20.24亿 同比增长38%,2
2/6/2020,山西汾酒业绩快报：2019年净利同比增37.64%,2
2/6/2020,山西汾酒2019年实现营收119.14亿元 同比增长26.57%,2
2/6/2020,山西汾酒2019年预计净利20.24亿元 同比增长37.64%,2
2/6/2020,发力中高端市场 山西汾酒2019年净利润超20亿元,1
2/9/2020,营收首破百亿、净利增近四成 山西汾酒受益产品结构调整,2
3/24/2020,山西汾酒：拟6亿元增资竹叶青公司 推动竹叶青大健康产业项目落地,1
3/24/2020,山西汾酒：拟6亿元增资竹叶青公司,1
3/24/2020,山西汾酒：拟6亿元增资全资子公司竹叶青,1
3/24/2020,增资6亿元 山西汾酒发力打造竹叶青产业集群,1
3/25/2020,山西汾酒：第八届董事会第三次会议决议公告,0
3/31/2020,"[山西汾酒]人民网对话李秋喜董事长,探寻汾酒发展路径",0
4/1/2020,[山西汾酒]公司召开汾阳杏花村酒文旅融合规划汇报会|汾·发布,0
4/1/2020,[山西汾酒]吕梁市纪委书记徐德峰一行来我公司考察调研,0
4/7/2020,[山西汾酒]山西省副省长吴伟一行来汾酒调研指导工作,0
4/8/2020,山西汾酒综合活动中心、销售中心项目开工,0
4/14/2020,[山西汾酒]汾酒科技创新再出发,0
4/27/2020,山西汾酒：2019年净利同比增长28.63％ 拟10派9元,2
4/27/2020,山西汾酒2019年净利同比增长29% 拟10派9元,2
4/27/2020,山西汾酒2019年净利19.39亿增长29% 盈利水平呈现稳步增长态势,2
4/27/2020,山西汾酒今年一季度营收同比微增 高管称有信心实现年度目标,1
4/28/2020,山西汾酒：关于召开2019年年度股东大会的通知,0
4/28/2020,山西汾酒：第八届董事会第四次会议决议公告,0
4/28/2020,山西汾酒：2020年第一季度主要财务指标,0
4/28/2020,山西汾酒：2019年年度主要财务指标,0
4/28/2020,山西汾酒：2019年扣非净利同比增三成 全国化进程显著提速,2
4/29/2020,资源整合成效凸显 山西汾酒2019年营收破百亿,1
4/29/2020,资源整合喜见成效 经营业绩再创新高 山西汾酒2019年度业绩亮丽登场,2
4/29/2020,山西汾酒：2019年营收首破百亿大关 品牌价值显著提升,1
4/29/2020,山西汾酒：全国化布局高质量推进 2019年利润同比增长近三成,2
4/30/2020,山西汾酒步入百亿营收阵营 毛利提升盈利能力增强,2
4/30/2020,创上市25年最好成绩 山西汾酒清香绽放“百亿时代”,1
4/30/2020,山西汾酒开启“后百亿时代” 2020年力争实现营收增长20%左右,2
5/4/2020,山西汾酒监事李沛洁辞职 2019年薪酬为1.5万元,-1
5/13/2020,核心资产受外资青睐 山西汾酒股价创新高,1
5/17/2020,白酒行业：一季度延续分化趋势 继续看好五粮液、山西汾酒和贵州茅台,2
5/20/2020,山西汾酒：2019年年度股东大会决议公告,0
5/25/2020,[山西汾酒]全国人大代表李秋喜:建立健全市场监管“最前一公里”,0
5/26/2020,[山西汾酒]李秋喜代表:紧扣酒业食品安全 完善白酒生产标准 治理无证经营,0
6/8/2020,24股收盘价创历史新高,1
6/10/2020,"[山西汾酒]官宣:秋糖10月13日开幕,济南时隔10年再度承办",0
6/11/2020,山西汾酒：2019年年度权益分派实施公告,0
6/12/2020,"[山西汾酒]“地摊经济的红利才刚刚开始”,这会是卖酒的新风口吗",0
6/12/2020,"[山西汾酒]依托茅台发展地方,遵义用了哪“三板斧”",0
6/15/2020,[山西汾酒]5月酒类消费价格上涨;红星在晋开建40亿产业园;仁怀酒协严打“窜酒”,1
6/15/2020,"[山西汾酒]发酵千年的清香汾酒,每一口都是时间的味道",0
6/16/2020,[山西汾酒]以“梅”为媒 梅好相“汾”,0
