Time,Content,Tag
12/21/2019,[用友网络]用友荣获“中国企业财务智能化转型合作伙伴奖”,1
12/26/2019,用友网络：关于股票期权行权结果暨股份上市公告,1
1/16/2020,用友网络：2019年净利预增70%-110%,2
1/16/2020,用友网络：2019年度净利同比预增70%-110%,2
1/16/2020,用友网络：2019年度业绩预增公告,1
1/17/2020,用友网络：2019年年度业绩报告预告,0
1/17/2020,用友网络2019年度预计实现净利10.41亿元至12.85亿元,1
1/17/2020,用友网络：第七届董事会第四十五次会议决议公告,0
2/5/2020,用友网络董事长和总裁向员工发内部信,0
2/10/2020,宝马牵手用友网络 打造全新数智化营销服务体系,0
2/25/2020,用友网络控股股东北京用友科技质押4400万股 用于偿还债务,-1
2/27/2020,用友网络：关于股票期权行权结果暨股份上市公告,0
3/25/2020,用友网络股东北京用友科技质押5000万股 用于补充流动资金,-1
3/27/2020,用友网络：2019年净利同比增长93% 拟10转3派2.6元,2
3/27/2020,用友网络：2019年净利同比增长93.3％ 拟10转3派2.6元,2
3/27/2020,用友网络：2019年净利同比增93.3% 拟10转3派2.6元,2
3/27/2020,用友网络2019年净利同比增长93.3% 拟10转3派2.6元,2
3/27/2020,用友网络2019年净利增93.26%，拟10转增3股派2.6元,2
3/27/2020,用友网络2019年净利11.83亿元 云服务业务同比增长131.6%,2
3/27/2020,用友网络 2019年云服务业务收入同比增长132%,2
3/27/2020,用友网络及控股子公司拟出资10亿元共同设立友友金小贷,-1
3/28/2020,用友网络：第七届董事会第四十六次会议决议公告,0
3/28/2020,用友网络：2019年年度主要财务指标,0
3/28/2020,用友网络：关于召开2019年年度股东大会的通知,0
4/9/2020,[用友网络]用友发布致生态伙伴公开信 推出五项政策与伙伴携手前行,0
4/9/2020,[用友网络]用友内部信:致敬疫情逆行者 创新发展加速企业前行,0
4/9/2020,[用友网络]用友召开线上商业伙伴大会 携手伙伴共克时艰,0
4/9/2020,"[用友网络]用友助力果果家数智进化,疫情之下迎来逆势增长",1
4/9/2020,"[用友网络]宝马选择用友,打造全新数智化营销服务体系",1
4/9/2020,[用友网络]用友全力支持雷神山医院建设和运营,1
4/9/2020,"[用友网络]用友捐款1000万元,并启动采购供应云服务,驰援湖北抗疫",1
4/9/2020,[用友网络]用友荣获中国IT用户满意度调研14项大奖,0
4/9/2020,"[用友网络]战疫情,用友与华为云联手了!",1
4/13/2020,用友网络股东北京用友科技质押5000万股 用于补充流动资金,-1
4/17/2020,[用友网络]【最佳实践】用友银企连助力南孚集团实现业财一体化 开启智慧财管新篇章,1
4/21/2020,[用友网络]企业数智化转型 构建更强竞争优势,0
4/21/2020,用友网络：第八届董事会第一次会议决议公告,0
4/21/2020,用友网络：2019年年度股东大会决议公告,0
4/22/2020,"[用友网络]最佳实践 | 杭州西湖风景区税务局:税务融合云通信,搭建税企互动新桥梁",0
4/22/2020,"[用友网络]最佳实践 | 创新谋未来,卓越绩效助力银鹭人力资源管理数智化变革",0
4/24/2020,[用友网络]世界读书日|好书推荐《财务共享—财务数字化案例精选》,0
4/30/2020,用友网络：一季度云服务营收同比增长74.4%,2
5/1/2020,用友网络2020年第一季度亏损2.38亿元 较上年同期由盈转亏,-2
5/11/2020,"[用友网络]用友与中国红十字会总会战略签约,共建数字化运营平台",1
5/12/2020,用友网络：2019年年度权益分派实施公告,0
5/21/2020,用友网络：关于召开2020年第一次临时股东大会的通知,0
5/21/2020,用友网络：第八届董事会第三次会议决议公告,0
5/24/2020,"[用友网络]畅捷通关爱活动正式开启,工信部中小局助力企业数字化赋能",0
5/24/2020,[用友网络]用友与智齿科技达成战略合作 全面服务企业数智化转型,1
6/8/2020,用友网络：2020年第一次临时股东大会决议公告,0
6/17/2020,用友网络：第八届董事会第四次会议决议公告,0
6/23/2020,快讯：用友网络急速拉升5.15% 主力资金净流出3057.66万元(dev),2
6/30/2020,用友网络拟定增募资不超64.3亿元 投资商业创新平台YonBIP建设项目等,1
6/30/2020,用友网络拟出售所持畅捷通支付80.72%股份,-1
6/30/2020,用友网络拟64亿元扩充主业,1
6/30/2020,用友网络拟定增募资不超64.3亿元 投资商业创新平台YonBIP等项目,1
7/1/2020,用友网络拟定增64亿元加码主业,1
7/1/2020,快讯：用友网络急速拉升8.53% 主力资金净流入5499.07万元(dev),2
7/2/2020,用友网络做加减法：缩减金融业务 加码云业务,0
7/2/2020,用友网络拟募资64亿构建全球领先云平台 四年投55亿研发云服务收入倍增,1
7/2/2020,用友网络公司点评：紧抓历史性机遇 大手笔定增布局未来,0
7/7/2020,快讯：用友网络急速拉升9.52% 主力资金净流入7604.79万元(dev),2
7/10/2020,香雪制药与用友网络开启数字化转型运营平台战略合作,1
7/13/2020,[香雪制药]香雪制药智慧中医再下一城:与用友网络开启数字化转型运营平台战略合作,1
8/12/2020,畅捷支付辽宁2宗违法遭央行罚 第一大股东为用友网络,-1
8/30/2020,用友网络2020年上半年净利2560.1万下滑94.7% 软件收入下滑,-2
9/2/2020,[用友网络]用友隆重发布YonBIP | AIoT智能物联网平台 创新工业 创造未来,0
9/2/2020,[用友网络]2020商业创新大会举行 共赢数智机遇 共享创新红利,0
9/2/2020,"[用友网络]用友盛大发布商业创新平台YonBIP,引领从ERP到BIP的变革",0
9/2/2020,[用友网络]王文京:从ERP到BIP 企业呼唤商业创新平台,0
9/4/2020,用友网络(600588.SH)拟向参股子公司融联科技增资9300万元,1
9/30/2020,用友网络：股票期权行权结果暨股份上市公告,0
10/14/2020,用友网络(600588.SH)：19.0302万股限制性股票符合解锁条件 38.058万份股票期权符合行权条件,0
10/15/2020,用友网络：第八届董事会第九次会议决议公告,0
10/15/2020,靠传统业务200倍市盈率强撑股价 用友网络定增加码“云”业务胜率几何？,0
10/23/2020,[用友网络]用友与多家单位共同发起成立“数字化转型与发展工作委员会” 互联共享助推数字经济,1
10/23/2020,[用友网络]用友参加第三届数字中国建设峰会以精智工业互联网平台助力建设数字中国,1
10/23/2020,"[用友网络]王文京:从信息化到数智化,从ERP到BIP",0
10/23/2020,用友网络：股权激励计划限制性股票解锁暨上市公告,1
10/31/2020,用友网络：2020年前三季度主要财务指标,0
10/31/2020,用友网络：19年现金分红+7次股权激励助力千亿市值成长路,0
11/1/2020,用友网络前三季度亏损1559.95万由盈转亏 投资收益下滑,-2
11/7/2020,用友网络：股权激励计划限制性股票解锁暨上市的公告,1
11/23/2020,用友网络：拟分拆子公司用友汽车至科创板上市,1
11/25/2020,[ST云投]共创数字经济美好未来丨云投集团携手用友网络、华为共同举办云南省国有企业数字化转型高峰论坛,0
12/3/2020,[云南白药]云南白药集团携手用友网络启动人力资源数字化建设,1
12/11/2020,[用友网络]用友亮相第24届软博会 荣获综合竞争力百强企业及IT创新推广项目等多个荣誉,1
12/11/2020,[用友网络]王文京:三大市场机遇推动中国软件产业创新发展,0
12/11/2020,[用友网络]用友与山西省签署战略合作协议 加速山西数智化转型发展,0
12/11/2020,"[用友网络]王文京:数智化不止是企业发展的机遇,更是企业生存与发展的必须",0
12/11/2020,[用友网络]用友跻身中国互联网企业百强16位 助推数字经济创新发展,1
12/11/2020,[用友网络]用友亮相2020数字经济高峰论坛 后疫情时代企业数智化路径显现,0
12/11/2020,[用友网络]2020北京民营企业百强榜单出炉 用友荣获三项殊荣,1
12/11/2020,[用友网络]持续推动商业创新 用友BIP赋能工业新智造,0
12/11/2020,[用友网络]王文京荣获“2020中国最具影响力企业领袖”,0
12/11/2020,[用友网络]王文京:企业要持续创新 要能够不断“冲浪”,0
12/11/2020,[用友网络]用友网络与钛媒体战略签约,0
12/11/2020,用友网络(600588.SH)：25.346万份股票期权12月17日上市流通,1
12/28/2020,用友网络(600588.SH)：控股股东解押1953.93万股,1
12/29/2020,用友网络(600588.SH)拟向数法公司转让商业保理公司30%股权,-1
1/5/2021,富瑞：予用友网络(600588.SH)买入评级 目标价55.07元,1
1/5/2021,上任两年用友网络总裁换人 王文京出山后CTO也将调整,-1
1/13/2021,用友网络(600588.SH)：畅捷通拟于A股上市,1
1/13/2021,用友网络：控股子公司畅捷通拟于A股上市,1
1/13/2021,【公告抢先看】晚间重要公告：用友网络控股子公司畅捷通拟于A股上市、今世缘到2025年努力实现营收过百亿,1
1/14/2021,用友网络分拆上市畅 捷通拟冲刺A股,1
1/14/2021,用友网络拟分拆控股子公司畅捷通于A股上市,1
1/14/2021,用友网络旗下友金所App遭广东责令整改 侵害用户权益,-1
1/14/2021,用友网络(600588.SH)：38.058万份股票期权1月20日解锁,1
1/15/2021,【龙虎榜】用友网络1月15日成交明细,0
1/15/2021,用友网络跌停 近两日安信证券华西证券研报喊买入,-2
1/28/2021,用友网络跌9% 3天前中金喊跑赢行业目标价61元,-2
2/9/2021,中关村银行违法遭央行处罚 第一大股东为用友网络,-1
2/9/2021,用友网络(600588.SH)拟受让参股子公司大易云56.5665%股权,-1
2/10/2021,用友网络(600588.SH)：控股股东质押1200万股,-1
2/18/2021,用友网络控股股东北京用友科技质押1200万股 用于补充流动资金,-1
2/26/2021,用友网络(600588.SH)：控股股东解押5720万股,-1
