Time,Content,Tag
12/18/2019,监管出手！竟有贷款入市炒股 农业银行分行吃罚单,-1
12/23/2019,[农业银行]雄安新区首个农行5G智慧银行网点正式揭牌开业,0
12/24/2019,古鳌科技：确定为农业银行点钞机、清分机项目入围中标人,0
12/25/2019,聚龙股份：收到农业银行入围通知书,0
12/25/2019,聚龙股份：入围农业银行点钞机、清分机采购项目,0
12/25/2019,新北洋：控股子公司入围农业银行点钞机、清分机采购项目,0
12/30/2019,[聚龙股份]振奋! 聚龙股份中标农业银行招标采购项目,0
12/30/2019,[农业银行]坚守服务“三农”使命 为脱贫攻坚与乡村振兴贡献农行力量,0
12/30/2019,[农业银行]农业银行扶贫商城合作单位突破百家大关,0
12/30/2019,[农业银行]农业银行贵州台江县支行金融扶贫侧记,0
12/30/2019,[农业银行]农业银行:打造普惠金融“共赢链”,0
12/31/2019,[农业银行]农业银行:打造普惠金融“共赢链”,0
12/31/2019,[农业银行]农业银行携手京东打造智能托管新模式,0
1/7/2020,中装建设：与农业银行在区块链金融方面开展合作,1
1/7/2020,中装建设与农业银行近日签署《战略合作协议》,1
1/7/2020,中装建设与农业银行深圳分行牵手 推进区块链金融战略合作,1
1/10/2020,农业银行：社保基金会接收财政部一次性划转3.92%股份,2
1/10/2020,农业银行：财政部所持10%股权一次性划转给社保基金会持有,2
1/10/2020,农业银行：董事会决议公告,0
1/10/2020,农业银行：社保基金接收财政部一次性划转公司3.92%股份,2
1/13/2020,农业银行：关于召开2020年度第一次临时股东大会的通知,0
1/17/2020,[农业银行]坚守服务“三农”使命 为脱贫攻坚与乡村振兴贡献农行力量,0
1/17/2020,[农业银行]农业银行举办学习贯彻党的十九届四中全会精神专题研讨班,0
1/17/2020,[农业银行]农业银行携手京东打造智能托管新模式,1
1/20/2020,[农业银行]2019年农行普惠型小微企业贷款增量超2100亿元,1
1/20/2020,[农业银行]农业银行开放银行平台全面启动对外服务,1
1/28/2020,[农业银行]农业银行举办学习贯彻党的十九届四中全会精神专题研讨班,0
2/6/2020,[农业银行]2019年农行普惠型小微企业贷款增量超2100亿元,1
2/6/2020,[农业银行]农业银行开放银行平台全面启动对外服务,0
2/6/2020,[农业银行]农业银行开通“爱心捐款”线上专用通道 已累计接收捐款2.46亿元,1
2/20/2020,[农业银行]农业银行推进双线战“疫” 支持企业复工复产,1
2/20/2020,[农业银行]农业银行大力支持春耕备耕,1
2/28/2020,农业银行：2020年度第一次临时股东大会决议公告,0
3/2/2020,农业银行：优先股二期2019-2020年度股息发放实施公告,0
3/4/2020,[农业银行]农行出台专项政策强化生猪产业金融支持,1
3/4/2020,[农业银行]农业银行全力支持中国医药集团抗击疫情,1
3/15/2020,农业银行：累计为933户小微企业62.7亿元贷款提供续贷服务,1
3/24/2020,农业银行董事会秘书周万阜辞职,-1
3/24/2020,农业银行董事会秘书周万阜辞职,-1
3/30/2020,农业银行：2019年归母净利2121亿元 同比增4.59%,2
3/30/2020,农业银行：2019年净利同比增长4.6% 拟10派1.819元,2
3/30/2020,上市公司数据播报：农业银行2019年净利同比增长4.6％,2
3/31/2020,[正平股份]中国农业银行青海省分行党委书记、行长田继敏一行考察调研正平股份,0
3/31/2020,[正平股份]中国农业银行青海省分行党委书记、行长田继敏一行考察调研正平股份,0
3/31/2020,农业银行：董事会决议公告,0
3/31/2020,农业银行：2019年年度主要财务指标,0
4/8/2020,[农业银行]农业银行助力首笔国际金融组织疫情防控债,0
4/15/2020,[农业银行]农业银行为抗疫前线医护人员提供“医护e贷”专属产品,0
4/15/2020,农业银行：不存在客户信息泄露问题 已向监管部门报告,0
4/22/2020,[农业银行]农业银行被表彰为2019年度中央国家机关“平安建设”考核优秀单位,0
4/24/2020,[农业银行]农业银行购买帮助销售贫困地区农产品超1.3亿元,1
4/29/2020,[农业银行]农业银行与中国银联开展政府消费券项目合作,1
4/29/2020,又有违规资金流入股市！农业银行再获百万罚单,-1
4/30/2020,[农业银行]农业银行加强科创企业金融服务,0
4/30/2020,农业银行2020年第一季度净利641.87亿元 较上年同期增长4.79%,2
5/25/2020,银行间债市公布首批受托管理人名单 农业银行、宁波银行等9家机构入列,1
5/27/2020,"[农业银行]打造“家装商户联盟”,开展线上“云销售”——“农行家装节”全新升级启动",0
5/29/2020,[农业银行]网红村的草莓“红了”——农行助力四川战旗村乡村旅游产业振兴,0
5/29/2020,[农业银行]漫山花海见真情——农行以金融之力拉动贵州旅游扶贫,0
5/29/2020,[农业银行]从“输血”到“造血”——农业银行演奏河北涞水县旅游扶贫新乐章,0
5/30/2020,农业银行：董事会决议公告,0
6/4/2020,[贵州茅台]茅台集团与中国农业银行贵州分行座谈,0
6/4/2020,[农业银行]为数字社会建设注入新动能 中国农业银行开启智慧政务服务新模式,0
6/8/2020,[农业银行]“线上贷走它” 农业银行第五届“百城千店农行汽车节”成功打造云营销热点,0
6/10/2020,[农业银行]漫山花海见真情——农行以金融之力拉动贵州旅游扶贫,0
6/10/2020,[农业银行]加强境内外联动 完善营销服务机制 农业银行支持境外业务加快发展,1
6/10/2020,[农业银行]农业银行“链捷贷”:一键批量服务小微企业,0
6/11/2020,[农业银行]网红村的草莓“红了”——农行助力四川战旗村乡村旅游产业振兴,0
6/11/2020,[农业银行]农业银行成功发行银行间市场首单ABCP,0
6/12/2020,[聚龙股份]振奋! 聚龙股份中标农业银行招标采购项目,0
6/13/2020,农业银行：关于2019年年度股东大会的延期公告,0
6/15/2020,[农业银行]从“输血”到“造血”——农业银行演奏河北涞水县旅游扶贫新乐章,0
6/18/2020,（上市公司人事）农业银行董事徐建东辞职,-1
6/18/2020,农业银行非执行董事徐建东辞职,-1
6/23/2020,[桐昆股份]中国农业银行浙江省分行副行长朱文达一行莅临桐昆调研,0
6/23/2020,[苏州高新]股份公司董事长王星一行赴农业银行苏州分行参观交流,0
6/23/2020,[苏州高新]股份公司董事长王星一行赴农业银行苏州分行参观交流,0
6/30/2020,农业银行非执行董事陈剑波辞职 因工作需要,-1
7/2/2020,[农业银行]大山深处的呼唤——记农行甘肃分行驻陇南西和蒲宋村帮扶工作队队长、第一书记王永喜,0
7/2/2020,[农业银行]以电为媒!农行助力贵州黄平决胜脱贫攻坚,0
7/2/2020,[农业银行]农业银行面向全国发行乡村振兴主题信用卡,0
7/2/2020,[农业银行]农业银行出台15项措施全力支持海南自由贸易港建设,0
7/7/2020,[农业银行]不忘初心 扶贫“二进村”——农行广西分行驻村第一书记刘殿军扶贫纪实,0
7/7/2020,[农业银行]农业银行助力5G新基建提速发展,0
7/8/2020,[武钢股份]农业银行湖北省分行访问武钢集团,0
7/9/2020,创识科技创业板发行上市获受理：大客户农业银行贡献八成以上收入,1
7/16/2020,[农业银行]农业银行优化信贷产品全力做好防汛救灾金融服务,0
7/16/2020,农业银行：拟80亿元参与投资国家绿色发展基金,1
7/16/2020,【公告抢先看】晚间重要公告：农业银行拟80亿元参与投资国家绿色发展基金、社保基金会减持交通银行3.95亿股,1
7/16/2020,农业银行将出资80亿元参与投资国家绿色发展基金,1
7/23/2020,[龙大肉食]中国农业银行山东省分行领导莅临龙大肉食考察调研,0
7/23/2020,[龙大肉食]中国农业银行山东省分行领导莅临龙大肉食考察调研,0
7/23/2020,[农业银行]农业银行为中铁建设集团有限公司开立国内非融资性工程项下履约保函8.03亿元,-1
7/23/2020,汇金科技中标农业银行招标项目,0
7/23/2020,汇金科技收到中标中国农业银行股份有限公司C3系统红外双目摄像头入围项目,0
7/28/2020,[农业银行]农业银行全力做好防汛减灾救灾和灾后重建金融服务工作,0
7/31/2020,[农业银行]农银金融科技有限责任公司正式注册成立,0
7/31/2020,[农业银行]农业银行深入推进金融扶贫和服务“三农”工作,0
7/31/2020,[农业银行]农业银行今日发售国开绿色金融债券,0
8/4/2020,[京东方A]BOE(京东方)与中国农业银行签订银企战略合作协议,0
8/11/2020,[农业银行]农行掌银新版信用卡频道重装上线,0
8/11/2020,[农业银行]连接美好生活——农业银行掌银5.0版正式面客,0
8/13/2020,[农业银行]农业银行全面推进运营数字化转型,0
8/17/2020,[农业银行]农业银行多措并举大力推进国家粮食安全金融服务,0
8/17/2020,[农业银行]农业银行深入推进新型城镇化金融服务,0
