Time,Content,Tag
12/18/2019,山东黄金：第五届董事会第二十六次会议决议公告,0
1/7/2020,山东黄金拟于2020年度向山东黄金香港公司提供总额不超过6亿美元的担保,0
1/7/2020,山东黄金：第五届董事会第二十七次会议决议公告,0
1/9/2020,[山东黄金]玲珑金矿大学生工区管理团队奋勇发力黄金生产,0
1/13/2020,[山东黄金]新城金矿荣获首届绿色矿山突出贡献奖,1
1/23/2020,[山东黄金]三山岛金矿“三大举措”助力企业稳步前行,0
2/9/2020,山东黄金：对外捐赠支持抗击新型冠状病毒肺炎疫情,1
2/9/2020,山东黄金捐赠600万元用于支持新型冠状病毒感染肺炎疫情的防控救治工作,1
2/10/2020,山东黄金捐赠600万元支持新型冠状病毒肺炎防控救治工作,1
2/10/2020,山东黄金累计捐赠1113万元支持新冠肺炎防治,1
2/14/2020,[山东黄金]黄金冶炼公司狠抓安全管控全面冲刺首季“开门红”,1
2/21/2020,[山东黄金]沂南金矿防控与生产有条不紊,1
2/25/2020,[山东黄金]归来庄公司喜获一项国家实用新型专利授权,1
2/26/2020,[山东黄金]新城金矿加强流程管控确保疫情期间生产稳定,0
3/3/2020,[山东黄金]黄金冶炼公司四举措加强疫情期间资金管控,0
3/4/2020,[山东黄金]玲珑金矿三措融合扎实做好复工复产工作,0
3/4/2020,[山东黄金]焦家金矿第一批“点对点”返岗直通车平安归莱,0
3/4/2020,山东黄金：第五届董事会第二十九次会议决议公告,0
3/9/2020,[山东黄金]莱西公司多措并举推进探矿增储,0
3/20/2020,山东黄金：2013年公司债券（第二期）2020年付息兑付公告,0
3/20/2020,山东黄金：2013年公司债券（第二期）摘牌公告,0
3/26/2020,[山东黄金]三山岛金矿智能选厂磨矿分级智能优化系统成功上线,0
3/27/2020,山东黄金：2019年净利12.9亿元 同比增长26%,2
3/28/2020,山东黄金：第五届董事会第三十次会议决议公告,0
3/30/2020,[山东黄金]沂南金矿多措并举打出物资管理“组合拳”,1
4/1/2020,[山东黄金]三山岛金矿“三点发力”激发企业新气象,1
4/16/2020,山东黄金：2019年净利润同比增长25.91% 拟10转4派1元,2
4/16/2020,山东黄金：2019年净利同比增26% 拟10转4派1元,2
4/16/2020,山东黄金：2019年实现归属于上市公司股东净利润12.89亿元 拟10转4派1元,2
4/17/2020,山东黄金2020年一季度预计实现净利5亿元-6亿元,2
4/18/2020,山东黄金：业绩上年度增长1/4 受益金价上涨一季度继续大幅提升,2
4/22/2020,[山东黄金]山东黄金成功举办2019年度业绩网上说明会,0
