Time,Content
2021-12-01,复星医药(02196.HK)：复星高科技及复星国际累计增持2793.05万股H股 增持计划实施期限届满
2021-12-01,复星医药(600196.SH)：增持期满 控股股东方面已累计增持2793.05万股H股
2021-11-26,复星医药(02196.HK)：控股子公司桂林南药通过GMP符合性检查
2021-11-26,复星医药(600196.SH)：子公司就FCN-159片用于I型神经纤维瘤的治疗启动II期临床研究
2021-11-24,复星医药(600196.SH)：拟携宁波星曜等共同设立投资基金大连复健
2021-11-24,复星医药(600196.SH)：子公司药品HLX301于澳大利亚药品管理局完成临床试验备案
2021-11-24,复星医药(600196.SH)：子公司撤回色甘酸钠颗粒的上市许可注册申请获批
2021-11-24,复星医药(600196.SH)：子公司拟参设安吉基金、徐州基金两个平行基金 以定投肿瘤及非肿瘤治疗等领域
2021-11-10,复星医药(600196.SH)：控股子公司富马酸丙酚替诺福韦原料药生产线通过GMP符合性检查
2021-11-09,复星医药(600196.SH)：“复宏汉霖生物医药产业化基地(二)”一期项目增加第三阶段投资不超8.18亿元
2021-11-09,复星医药：复宏汉霖生物医药产业化基地（二）一期项目增加8.18亿元投资
2021-11-09,复星医药(600196.SH)：复星健康拟出资8.09亿元受让林俊杰持有的广州新市医院70%股权
2021-11-08,复星医药(600196.SH)：复创医药获药品临床试验批准
2021-11-08,A股疫苗股集体下挫 复星医药和沃森生物跌超5%
2021-11-03,港股异动 | 复星医药涨6% 美国通过为5至11岁儿童接种复必泰疫苗
2021-10-27,三个月股价腰斩，疫苗救不了复星医药
2021-10-26,复星医药公布2021年前三季度业绩 持续加强商业化能力 归母净利润同比增43.80%
2021-10-26,复星医药：第三季度净利同比增长42%
2021-10-26,复星医药(600196.SH)：第三季度净利增41.62%至10.82亿元
2021-10-25,进博会倒计时10天 | Fosun Health展现复星医药全球创新力 多项“展品”加速落地成“商品”
2021-10-20,复星医药(600196.SH)：子公司药品FCN-338片用于复发或难治性B细胞淋巴瘤获批临床试验
2021-10-18,复星医药成员企业Tridem Pharma首个非洲区域性药品分销中心在科特迪瓦开业
2021-10-11,复星医药(600196.SH)：复星健康拟出资3570万元与关联方共设苏州星晨
2021-10-11,复星医药(600196.SH)：复宏汉霖用于生产斯鲁利单抗注射液的原液生产南线等通过GMP符合性检查
2021-10-09,复星医药年内四次出售资产，将布局新赛道加速业务转型
2021-10-09,复星医药一年内4次出售资产意欲何为？
2021-10-08,复星医药年内出售四公司股权 回笼资金41亿布局新赛道加速转型
2021-10-06,复星医药新品进入II期临床 半年投入17.77亿研发“下猛药”
2021-10-05,暴涨暴跌的复星医药，值得关注吗？
2021-09-30,复星医药(600196.SH)：集团拟以15.96亿元转让亚能生物29.02%股权及金石医检所100%股权
2021-09-30,复星医药(600196.SH)：子公司联合注射用曲妥珠单抗联合化疗(XELOX)启动II期临床研究
2021-09-29,复星医药跌8.52% 中泰证券中信证券一个月前喊买入
2021-09-23,复星医药：Lihui Zou辞去副总裁职务
2021-09-23,复星医药副总裁Lihui Zou辞职 2020年薪酬为361.25万
2021-09-23,复星医药(600196.SH)：子公司汉霖医药获药品生产许可证
2021-09-21,复星医药(02196.HK)完成发行12亿元超短融
2021-09-21,复星医药：控股子公司获美国FDA药品临床试验批准
2021-09-21,复星医药(600196.SH)：子公司NS012获美国FDA药品临床试验批准
2021-09-16,复星医药(02196.HK)控股子公司获药品注册申请受理
2021-09-16,复星医药(600196.SH)：子公司斯鲁利单抗注射液联合化疗等获药品注册申请受理
2021-09-15,复星医药跌5.79% 中泰证券中信证券20天前喊买入
2021-09-12,复星医药(600196.SH)：复星医药产业以等值于750万美元的人民币对复星凯特增资
2021-09-10,复星医药(600196.SH)：子公司拟实施受限制股份单位计划
2021-08-26,复星医药跌8%，港股医疗板块又遭“血洗”？恒生医疗ETF（513060）持续溢价
2021-08-25,复星医药上半年净利润增长超四成 研发投入力度不减
2021-08-25,复星医药上半年净利润增长超四成 研发投入力度不减
2021-08-24,复星医药盈喜，港股医药板块绝地反弹，恒生医疗ETF(513060)涨超4%
2021-08-24,港股异动丨复星医药(2196.HK)高开近5% 上半年净利增44.77%至24.82亿元
2021-08-23,复星医药公布2021年中期业绩 创新成果持续落地 国际化运营能力进一步提升
2021-08-23,复星医药2021年半年度净利24.82亿元 同比净利增加44.77%
2021-08-23,复星医药：上半年净利24.8亿元 同比增44.77%
2021-08-23,复星医药(600196.SH)：拟以约14.33亿元转让天津药业25.0011%的股权
2021-08-23,复星医药(600196.SH)：上半年净利增44.77%至24.82亿元
2021-08-23,复星医药半年报：上半年净利24.8亿元 同比增44.77%
2021-08-20,复星医药控股子公司以1.02亿受让苏州百道持有的目标公司注册资本及投资8000万对目标公司进行增资
2021-08-20,复星医药(600196.SH)：拟投资以病理免疫组化和肿瘤伴随诊断检测为特色和重点布局方向的苏州百道
2021-08-17,复星医药(02196.HK)：阿基仑赛注射液已被纳入突破性治疗药物程序
