Time,Content
2021-12-01,中国平安：累计回购7776.51万股A股 耗资近39亿元
2021-12-01,中国平安(601318.SH)：已累计耗资约38.99亿元回购7776.509万股A股
2021-11-29,中国平安(02318.HK)：29日耗资3997.9万元回购82.35万股A股，累计回购38.65亿元
2021-11-26,中国平安(02318.HK)：26日耗资1.2亿元回购244.76万股A股，累计回购38.25亿元
2021-11-25,11天8板大妖股停牌核查；多氟多拟定增募资不超55亿元；ST光一董事长和独董辞职；中国平安回购45.52万股
2021-11-24,中国平安(02318.HK)：24日耗资2250.26万元回购45.52万股A股，累计回购37.05亿元
2021-11-23,中国平安(02318.HK)：今日耗资5150.51万元回购104.02万股A股，累计回购近37亿元
2021-11-15,中国平安(02318.HK)：1-10月原保费收入达6419.26亿元
2021-11-15,中国平安(601318.SH)：1-10月原保险合同保费收入6419.26亿元
2021-11-10,中国平安(02318.HK)获摩根大通增持1114.6万股
2021-11-05,中国平安(02318.HK)11月5日耗资4113.2万元回购82.5万股A股
2021-11-04,中国平安(02318.HK)11月4日耗资1.03亿元回购206.23万股A股
2021-11-02,中国平安(601318.SH)再回购236.98万股A股 本轮回购已耗资33.46亿元回购6649.46万股
2021-11-02,中国平安(02318.HK)11月2日耗资1.17亿元回购236.98万股A股
2021-11-01,中国平安(02318.HK)：已累计回购A股股份6288.33万股
2021-11-01,中国平安(02318.HK)11月1日耗资6204.3万元回购124.2万股A股
2021-11-01,中国平安(601318.SH)：已累计耗资约31.66亿元回购6288.33万股A股
2021-10-29,中国平安(601318.SH/2318.HK)Q3业绩点评：综合金融协同效应凸显，医疗健康未来可期
2021-10-29,中国平安(02318.HK)10月29日耗资3亿元回购600.5万股A股
2021-10-29,摩通：内险股第三季盈利普遍逊预期 看好中国平安Ｈ股及财险
2021-10-29,中国平安三季度净利降31%投资承压 代理人削减32万新业务价值减少17.8%
2021-10-28,中国平安(02318.HK)获瑞银增持1503.25万股
2021-10-28,中国平安三季报来了！资产首次突破10万亿元，股价已从底部开始反弹
2021-10-27,中国平安(601318.SH)三季报：归母营运利润同比增长9.2%、年化营运ROE达20.3%，经营业绩表现稳健
2021-10-27,中国平安三季报登场！集团总资产首破十万亿元，年化营运ROE达20.3%
2021-10-21,【A股复盘】北向资金三天狂买180亿元，大金融躁动中国平安大涨6%，煤炭股“回光返照”
